"RelativePath","SizeBytes","LastWriteTime","SHA256"
"阶段二/Bug记录/BUG-S2-002-MySQL恢复就绪误判.md","1025","2026-09-07T22:53:18.5828583+08:00","F186D419BF0C42FBDA40758FC23C5832A9690F2EF8CC397E575692ED2689EE99"
"阶段二/Bug记录/BUG-S2-003-MySQL表统计漏项.md","995","2026-09-07T22:53:18.5838522+08:00","7E1016CF4E11344C6EF34DFD7B02A32ACD5FBDE1DBFC6DC431FA780034F9CFB0"
"阶段二/Bug记录/BUG-S2-004-Docker-cp无法导出tmpfs-RDB.md","998","2026-09-07T22:53:18.5848580+08:00","69379DAEDA13DC7D90C5078278F55D1B358B337973FE5A3FF37EEABA0B70618F"
"阶段二/Bug记录/BUG-S2-005-Python默认CA导致公网压测TLS失败.md","2263","2026-09-08T10:01:30.6394106+08:00","579A55B09C8A5A93F2E79652CB59EFF2013B52F7C57B8A75B44BED05426DE309"
"阶段二/README.md","3856","2026-09-09T15:39:16.4131226+08:00","3E07E9E3A3C90CDF0BA0546BEDF2B8CAB6F0F9056DF28356C5398692B6864450"
"阶段二/SOP/01-阶段二执行清单.md","3064","2026-09-08T09:55:50.0502515+08:00","954DBD834BC8A5994AB789F5FF89F92E6CF8301A69B046B3F39AADAA2EABF929"
"阶段三/待办/SMTP邮件告警待验收.md","2228","2026-09-08T17:55:16.8211025+08:00","527BCDE5E28706A6F4ED561B3DD545DEBD379989973E168F395212E6109A84CB"
"阶段三/服务器文件快照/系统/etc/nginx/sites-available/knowtrace.conf","1411","2026-09-09T15:00:22.4872007+08:00","76F514F7163CE6793656F5B0770719F0A75D46AC74066E313EFAD23FAAFF1D7B"
"阶段三/服务器文件快照/项目/opt/knowtrace/.env.observability.example","744","2026-09-09T14:59:51.8746845+08:00","B8A2B14ECD328885CDCD11C323B694EBACCDDE81E4C53F639041F7170E3634F2"
"阶段三/服务器文件快照/项目/opt/knowtrace/compose.observability.yaml","7557","2026-09-09T14:59:50.2573938+08:00","1A2E700D69B2D0A15C57FD7720B62038A540779C2ADDAA7E078C8BB4E74C6EBC"
"阶段三/服务器文件快照/项目/opt/knowtrace/deploy/grafana/dashboards/knowtrace-vps-overview.json","10370","2026-09-09T14:59:59.7019958+08:00","4B27B84CD9EC6AA9BB4C117B5FA5C8D46D073820660E814A50C60E7A36ABE172"
"阶段三/服务器文件快照/项目/opt/knowtrace/deploy/grafana/provisioning/dashboards/dashboards.yml","236","2026-09-09T14:59:59.2905220+08:00","7DF691DE13EAD0797335C99D8E5EF50CD61E40A126BBDE711DA27D9662CC9853"
"阶段三/服务器文件快照/项目/opt/knowtrace/deploy/grafana/provisioning/datasources/prometheus.yml","180","2026-09-09T14:59:58.9072257+08:00","72305A9FDED6B40FE740EC82DAC495F006990E6E37DE754D1FCD01D93DA4834A"
"阶段三/服务器文件快照/项目/opt/knowtrace/deploy/logstash/config/logstash.yml","177","2026-09-09T15:00:01.2300389+08:00","05E09F503C5EE5B07AC2C42C074C82B2753E364565DDCED05AFFC42079CC854A"
"阶段三/服务器文件快照/项目/opt/knowtrace/deploy/logstash/pipeline/logstash.conf","2336","2026-09-09T15:00:01.6316090+08:00","D2240586B90CD1813A27E0EE7B9B3A63F223D543C8BFBD6CDC8E9BE7237EEC28"
"阶段三/服务器文件快照/项目/opt/knowtrace/deploy/monitoring/blackbox.yml","201","2026-09-09T14:59:56.5638300+08:00","FA8286EA142A264E9E0C180AE30198FD692E2CDDB9BAF156EDE38D2B8DC21B8C"
"阶段三/服务器文件快照/项目/opt/knowtrace/deploy/monitoring/prometheus.yml","1939","2026-09-09T14:59:56.1480827+08:00","C0A06B10A8926646E34AD8A495EFF859A4851AACDC9DDB59B9498072A89ABAE5"
"阶段三/服务器文件快照/项目/opt/knowtrace/deploy/monitoring/rules/knowtrace.yml","5414","2026-09-09T14:59:56.9234994+08:00","CF86E2294C75AED72E9B58A4BAE9D3C913F1DFA8818C05088ABBCFC3D8B03542"
"阶段三/服务器文件快照/项目/opt/knowtrace/docs/16-stage3-observability.md","11812","2026-09-09T14:59:53.7250842+08:00","2269FFDF24C4399C26AD940513F5B9C89C130FB99654B29BCCB1349010A13BB9"
"阶段三/服务器文件快照/项目/opt/knowtrace/scripts/linux/configure-163-alert-email.sh","3621","2026-09-09T15:00:03.3397499+08:00","609C52541E7C7D81C62EBAA0DB94E0D96011C37B0262C6B95AAEED057CBB8FF6"
"阶段三/服务器文件快照/项目/opt/knowtrace/scripts/linux/deploy-observability.sh","3556","2026-09-09T15:00:08.6487783+08:00","9759E76E428DC288399BC14B92406BE7A1E701E0048D37D9613B5CEC53F186CC"
"阶段三/服务器文件快照/项目/opt/knowtrace/scripts/linux/elk.sh","3137","2026-09-09T15:00:11.1681285+08:00","D622321119240A40C2047281FB49DB5974B567DE6DE702413E980C5ED0A2611B"
"阶段三/服务器文件快照/项目/opt/knowtrace/scripts/linux/init-observability-env.sh","5619","2026-09-09T15:00:12.6868081+08:00","5782ADE486E4FF460ABC8E8CFE5EFA11930043A0A1EBD9C329925FDCC540C332"
"阶段三/服务器文件快照/项目/opt/knowtrace/scripts/linux/install-observability-nginx.sh","1869","2026-09-09T15:00:14.3810224+08:00","8C5FCC6E8FC468D72940CD1A5F91749D915328BE5CACDC668CF12184546C3356"
"阶段三/服务器文件快照/项目/opt/knowtrace/scripts/linux/observability-drill.sh","3749","2026-09-09T15:00:16.1258339+08:00","D7C1CACB9DE7B541601580C219D83FE324A85EFC8944BB28AC324D32AD2C10BC"
"阶段三/服务器文件快照/项目/opt/knowtrace/scripts/linux/test-email-alert.sh","1845","2026-09-09T15:00:17.6053685+08:00","65F523A13CA66E4E0E8DD24C2094C72BE4997FBDF0D57C8F81D3C54337501542"
"阶段三/服务器文件快照/项目/opt/knowtrace/scripts/linux/verify-observability.py","9774","2026-09-09T15:00:19.6712089+08:00","53178578B227FB682F5550ACC8D1EA3A2CC3A9C51CBF465C7EFD6B6369DE15AB"
"阶段三/服务器文件快照/项目/opt/knowtrace/scripts/linux/write-backup-metrics.sh","1762","2026-09-09T15:00:21.1821271+08:00","196EB9E34BB1F9AF27E79E9DED0135A0C6801949C03E275353B591F822453575"
"阶段三/故障记录/INC-S3-001-Blackbox-Exporter停止告警演练.md","1737","2026-09-08T13:36:23.4266471+08:00","4D1EFFF70AA7425705C9C48EF0608B399E8AF678CB524C859188FCE07DF35CD0"
"阶段三/文档/02-日志位置与查询.md","3219","2026-09-08T13:34:02.2702866+08:00","7C9F35F42C6FAA11420F664B294C697BD0E5C2C880D277F61BF8447E6FC4F8A5"
"阶段三/文档/02-ELK按需启动与访问.md","4476","2026-09-09T14:38:08.2509677+08:00","57D0558B0C65FEC2341D2EAD590651F54945D7F09367A64398A3903F46DF39A1"
"阶段三/文档/08-Prometheus容器监控与企业实践.md","13410","2026-09-07T22:13:00.7874411+08:00","C502747CA6DAFC870F3382BC4DDAA7562029EB7335949CE77570B1F05BD1CC5A"
"阶段三/文档/README-D盘旧版阶段三交付.md","4703","2026-09-09T15:38:00.7692615+08:00","6CCC2402C4098AECFD3DE702293B8CC84067F3C7E7C3DC90C41B08BECD58B1EF"
"阶段三/文档/README.md","1669","2026-09-09T15:20:39.9687176+08:00","17DE6648B1574A77C793F055F3FE138FB2B73BB27BA226AC401C83B783F0C72A"
"阶段三/问题记录/INC-S3-001-阶段三本地完整记录缺失.md","1477","2026-09-09T14:38:08.2529751+08:00","E90112E65CCC971C3E7D506C2C4F4B98F260E6ED75685FF5D5184086743B4168"
"阶段三/问题记录/ISSUE-S3-001-Vitest无法直接加载server-only.md","972","2026-09-08T13:38:13.8835119+08:00","44131EEA70AB3F26315E132467177BB022EDF5A744EA878E79EF97A88889F54A"
"阶段三/问题记录/ISSUE-S3-002-Prometheus只读父挂载与嵌套Secret冲突.md","983","2026-09-08T13:38:13.8845256+08:00","842650014B96A9AE4FC6445E69CD3F0995D76600D2EA475EA62B98DCC75E8A7B"
"阶段三/问题记录/ISSUE-S3-003-Python响应头大小写导致误判.md","928","2026-09-08T13:38:13.8865129+08:00","E0F4F871DB8DA4C1E0F6C7A4861B2B14CA552F03ABC97E2EAEBD1B316F034083"
"阶段三/问题记录/ISSUE-S3-004-Docker29仅internal网络不发布端口.md","1281","2026-09-08T13:38:13.8865129+08:00","36AA5FEAEF04715B2E881EC5708174DD9F2F5D1973F4227B5115EC3C1F77595A"
"阶段三/问题记录/ISSUE-S3-005-Kibana-384MiB堆耗尽.md","1112","2026-09-08T13:38:13.8875219+08:00","F6B97EB436B698A88EF0F00C90FA3AB7437C7A3890A4E3C6F1923E78A9867346"
"阶段三/问题记录/ISSUE-S3-006-ECS-source字段映射冲突.md","1050","2026-09-08T13:38:13.8885090+08:00","BDFBD5BE11DC0D44293F896EA983CED59228DEB74778CE31B145FBD6AE7463F6"
"阶段三/问题记录/ISSUE-S3-007-ELK默认停止超时导致137.md","1183","2026-09-08T13:38:13.8905236+08:00","BF4B05E3EA90592C86D87712523A498C523A07EF73759A8B56392A48C123E640"
"阶段三/问题记录/ISSUE-S3-008-Windows代理链导致TLS握手误判.md","1018","2026-09-08T13:38:13.8915171+08:00","C4CD26D98035BCCE000F5AEFEDE6236C24286AAFFD5A2A04310089E3448B8DF6"
"阶段三/问题记录/ISSUE-S3-009-UFW保留未监听22端口放行.md","1860","2026-09-08T13:51:41.7240460+08:00","E54BB943DF67D86EA1600FBDC788BB0638F9B0248A1FB2D44BF8517F21F27D0E"
"阶段三/问题记录/ISSUE-S3-010-163端口465与Alertmanager-TLS语义冲突.md","2264","2026-09-08T17:53:33.2903998+08:00","338387F7FE5AF77E4B54B95F88E29574C53E1324B217F11BC40AF2401BB6C2D0"
"阶段三/问题记录/ISSUE-S3-011-客户端验收命令误用造成假失败.md","1732","2026-09-08T17:59:56.0146123+08:00","EA7DB72CEFC5823A8AD159F925D15B79E9E864162A2E08C1676B858FF9E965F0"
"阶段三/问题记录/README.md","1604","2026-09-08T17:59:56.0136048+08:00","3C490A3E0E95B12EFF3F07CF645B3C2C1D413520826EEEA3AF51177430C7FA03"
"阶段三/证据/2026-09-08-公网HTTPS与最终状态.md","1689","2026-09-08T17:59:56.0115984+08:00","FF589D2366B3F57D9B8E276157C44D1C75A29E7EEF33848015E1363BC87C7E05"
"阶段三/证据/2026-09-08-核心监控部署与验收.md","2312","2026-09-08T13:35:41.0924781+08:00","EF0006015F224D5E3B93F0B9829AE6E6B8459039452CC27623D5DE7C02CFFEA8"
"阶段三/证据/2026-09-08-Blackbox告警故障演练.md","1365","2026-09-08T13:35:41.0934649+08:00","56A7A382B22381461E085009CAF1035A8A307AF335002F4205976EEEC3F1A3C1"
"阶段三/证据/2026-09-08-ELK端到端与资源证据.md","2535","2026-09-08T13:35:41.0944604+08:00","7FF7147BCAB4EBEB1B55605F527AFEDB8F4AE993D23A236EC584539BC8489DB2"
"阶段三/证据/knowtrace-observability-drill-20260908T044604Z.log","2110","2026-09-09T15:04:06.8474208+08:00","BC44C7377592603CF9069795CA670F181F3A29FBAF85A27622DF42BDDBF00CFE"
"阶段三/证据/README.md","409","2026-09-09T15:19:28.5473653+08:00","341C5A7FC0C7A5B268EF68514EA017E1071F59C30329073E87C462FB7D64CA13"
"阶段三/README.md","3854","2026-09-09T15:39:16.4141187+08:00","84DA7D6C3024A2CEB1EB6263169B7FEB346B958E6CAF94742DE2BCA3A2CB5F07"
"阶段三/SOP/01-阶段三执行清单.md","4380","2026-09-08T17:53:33.2923993+08:00","2F67EF75E269FBC4119D9ACA264A1B0F5D995A5E9F8A284D296EF2D1F14FAD13"
"阶段一/服务器文件快照/系统/etc/apt/sources.list.d/caddy-stable.list","449","2026-09-09T15:03:51.4031958+08:00","B27D8E3F353B8E77214793AB7DFA5111CD502978461C43B4E54E0833BA49E199"
"阶段一/服务器文件快照/系统/etc/caddy/Caddyfile","389","2026-09-09T14:58:29.3964120+08:00","66DB476DF6DBA31446298C028EEFFF37D741BA9183CA9B4BB2C9DDAAB244116F"
"阶段一/服务器文件快照/系统/etc/nginx/sites-available/knowtrace.conf","1411","2026-09-09T14:58:31.9065336+08:00","76F514F7163CE6793656F5B0770719F0A75D46AC74066E313EFAD23FAAFF1D7B"
"阶段一/服务器文件快照/系统/etc/ssh/sshd_config.d/00-knowtrace-hardening.conf","133","2026-09-09T14:58:33.8683007+08:00","D8506BF4360E5709C5A1AB0EA36EA20142CDE94B901995787217B17CC8001BEB"
"阶段一/服务器文件快照/系统/usr/share/keyrings/caddy-stable-archive-keyring.gpg","5024","2026-09-09T15:03:53.5966359+08:00","C17CD5298A0BAB02FDA439FFF278D9A55DF2120CF9DAC790C6CE71930DB90B37"
"阶段一/服务器文件快照/项目/opt/knowtrace/.env.example","1192","2026-09-09T14:58:21.0575269+08:00","71037843864FAE00B318D7B0257FC916E6677A54AF419563611BBC53E09BA22B"
"阶段一/服务器文件快照/项目/opt/knowtrace/compose.production.yaml","416","2026-09-09T14:58:24.4112467+08:00","85EC35B01BD0DA1B5123577080A960BE42AB5DB1430C5386CECCC56F76549586"
"阶段一/服务器文件快照/项目/opt/knowtrace/compose.yaml","5333","2026-09-09T14:57:56.0181666+08:00","E91ABCEFE4A7F478D26514427D9E7E08F82600A39AEC1184229533F2D72052C7"
"阶段一/服务器文件快照/项目/opt/knowtrace/deploy/nginx/knowtrace-vps.conf","1411","2026-09-09T14:58:26.6582459+08:00","76F514F7163CE6793656F5B0770719F0A75D46AC74066E313EFAD23FAAFF1D7B"
"阶段一/脚本/00-preflight.sh","2099","2026-09-07T10:47:29.4453801+08:00","F4C09D5BCDEC4E897DD62F983A2BFDBD4E917DC47F079A5A25A84FFEDBC0BC5B"
"阶段一/脚本/01-verify-stage1.sh","3531","2026-09-07T10:47:29.4461588+08:00","D8C2E61B749AD9FB060E6C56ADDF4C2D9A0E6FE8CB63394E70E107FC233E5930"
"阶段一/脚本/02-collect-diagnostics.sh","3067","2026-09-07T10:48:39.8258462+08:00","B46F939D95B99268911D3176C7B1673E5A55D5A5C95D19B1F52F648671354898"
"阶段一/脚本/README.md","1615","2026-09-07T10:47:29.4445709+08:00","9179FDE67572674680CE439490CBAEAF263FD3104B3E52FEC811C8C32A6369AD"
"阶段一/配置样例/00-knowtrace-hardening.conf","133","2026-09-06T21:32:49.9609556+08:00","D8506BF4360E5709C5A1AB0EA36EA20142CDE94B901995787217B17CC8001BEB"
"阶段一/配置样例/Caddyfile","477","2026-09-06T21:32:49.9638963+08:00","E99ABE90D9CB8A73433C851D1D217E458D275965359859A97E4A027A2BC1CB4C"
"阶段一/配置样例/compose.production.yaml","416","2026-09-06T21:32:49.9652117+08:00","85EC35B01BD0DA1B5123577080A960BE42AB5DB1430C5386CECCC56F76549586"
"阶段一/配置样例/init-env.sh","1966","2026-09-06T21:32:49.9661742+08:00","5BC880768504F00DAA2C3542AC172560CC09670EC09CBB98A6319CCA9D63E000"
"阶段一/配置样例/knowtrace.nginx.conf","1191","2026-09-06T21:32:49.9631660+08:00","1E468B605A691E06F88674755F4A92AA6A662CD3D25F830A90E1CE8970E820FC"
"阶段一/文档/00-阶段规划与架构.md","1681","2026-09-09T15:22:06.0702633+08:00","ED54DFBD56A0D9A3511061D405214C16ED9CEBF98D8C56B751A89881504AC672"
"阶段一/文档/01-服务器基线.md","1300","2026-09-06T22:20:07.1493344+08:00","A2E450A05224C2D4E99BE13CCCA2B9E7713560AAC55FF8C99E4F60C1AA5F8771"
"阶段一/文档/02-阶段一操作记录.md","2885","2026-09-06T22:20:07.1503352+08:00","7FE63AF2822D645D6B7AD34B45EE0A3187579A4420DB8426BDEB5B70C0EA4905"
"阶段一/文档/03-常用命令与回滚.md","2185","2026-09-06T22:01:22.9453729+08:00","5E3018381FDDD0DBA3E1CD7768DF625925C2C508B4F8F13EE35F08DCEBB0BD05"
"阶段一/文档/04-从零部署到当前线上状态-完整实操教程.md","20097","2026-09-07T22:13:00.7854418+08:00","888A323F5796CD9B5ABED395E97C0BA55F8EFE17904ABC97DDE330C7C69DC12A"
"阶段一/文档/05-Linux与Shell实战手册.md","7602","2026-09-07T10:45:58.6120191+08:00","E864268AF0A54181CC7078F013389A71E94F5A94D52303E9923C28374299095B"
"阶段一/文档/06-Caddy配置与排障详解.md","5871","2026-09-07T10:45:58.6140215+08:00","2B32D14E2AF77EC133D14C1E7F1D203CA6EF4009CD4D7BA257F8AA203032C15A"
"阶段一/问题记录/INC-001-UFW未启用.md","610","2026-09-06T22:01:34.4020383+08:00","7E0D924C814ACBC2288500D6363AF4DA33914670BE7BF6730AF6CFD09273DDEA"
"阶段一/问题记录/INC-002-SSH密钥首次验证失败.md","642","2026-09-06T21:32:49.9757247+08:00","64CF2CB5F52C24ED26C9A607A5CD0E749ED374AF60E129D2808C8EDB567CF405"
"阶段一/问题记录/INC-003-DNS仍指向旧IP.md","846","2026-09-06T22:20:07.1513338+08:00","A406DD8EA09454B58CC21ABCDD796E61944601A8565998EF6348578E9EFB3140"
"阶段一/问题记录/INC-004-Caddy日志文件权限.md","806","2026-09-06T22:01:23.9533336+08:00","40E4109953D31C1506B617C48B7AF99D9F1D6AE73C415305DC9B9C3DC72D2848"
"阶段一/问题记录/INC-005-DuckDNS浏览器控制中断.md","846","2026-09-06T22:20:07.1523358+08:00","B5B0C611B30E786E2524EA3DA9CEA5B8B91B243E8FA1BA02B45DFEFB38FEABF6"
"阶段一/问题记录/INC-006-本机桌面写入权限.md","731","2026-09-06T22:20:07.1533353+08:00","E5766ACEDFD3CFB4B7472AF943AB0A5F8FFCE2E100B6817705DA0A106B14FD11"
"阶段一/问题记录/INC-007-Windows终端直连失败.md","831","2026-09-06T22:20:07.1553390+08:00","97A9DDE874DC1609247C2D540DDB604751ED438A14EFBDA4A53BA9A9209863B2"
"阶段一/问题记录/INC-008-注册入口关闭与管理员凭据确认.md","4657","2026-09-06T22:54:23.4178176+08:00","382F8CFD4CC87F72385164CC9DD95E1440503A92AEB2F3F52CC1BF66C538EC55"
"阶段一/问题记录/INC-009-密码变更后旧会话触发误导性数据库错误页.md","8211","2026-09-07T10:22:41.2838611+08:00","1951A5859E926D596CF78798153B7D7F8B9A5EFE283B5A9738D9316CB073F7B7"
"阶段一/证据/阶段一验证摘要.md","1632","2026-09-06T22:20:07.1543388+08:00","412FD71E470122ACD423F05F25018DCD524CC8A2D2C69A4264329FA3E6861671"
"阶段一/证据/README.md","260","2026-09-06T22:01:24.4339543+08:00","4A8EF266F4D81C20D34ED83AD1B25910965A13BA985D8CA7F5D86A411CC83043"
"阶段一/README.md","5185","2026-09-09T15:39:16.4121236+08:00","927024456AA3E2D27F41D5978856684D28C9D297D6E4885C940D6076B6E0780F"
"清单/00-文件来源与敏感信息边界.md","3145","2026-09-09T15:22:06.0712726+08:00","D3A4EEEE1A625C6F659B1826194183B1804174E403FA06EF019353F5BAFDF8F4"
"清单/01-最终迁移结果.md","4040","2026-09-09T15:50:48.8805791+08:00","30796375648943870A5BAF2E556CC0BF307910B0B0F450CEA36C545BC6C212FF"
"清单/服务器文件快照-SHA256.csv","9435","2026-09-09T15:08:41.4487622+08:00","38687A4B314B922C6CA0DA6285FD48313FEECE9B23DFED5E0F06FC626220A2E2"
"清单/D盘旧版合并映射.csv","11561","2026-09-09T15:36:16.6879821+08:00","95452FB3504D9EFC7E025F454201231D481F89F3C0E38771D3157E5CFFF2B822"
"清单/VPS源文件权限与大小.tsv","2701","2026-09-09T15:23:57.9022471+08:00","A0335581585660448580098563D27EDAA76E3006EA288F650C363A96D72405AC"
"问题记录/INC-PKG-001-阶段一至三本地归档不完整.md","2949","2026-09-09T15:47:38.6242311+08:00","C86E4EAF08D59BCE7E3DFE58B995F480FB5DDC551D52D1CCA060A61EDFC420A0"
"总览/00-真实项目计划-阶段一至三.md","2288","2026-09-09T15:14:07.6596566+08:00","9F2146C5949CE05299190B462B2F5885AA6B34DA1DFF42C579A4A62AF14C7471"
